,APG,DBPM,Exp,FG2_pct,FG3_pct,GP,Height,MPG,OBPM,PPG,Player,Pos,RPG,Salary,TPG,Team,USG,Year,pct_from_3
8,0.4,2.1,7,0.551,1.0,38,6-9,11.3,1.5,2.3,Brian Skinner,PF,2.7,4950000,0.5,SAC,10.6,2006,0.0
9,2.2,2.1,7,0.408,0.397,31,6-9,37.0,0.9,16.5,Peja Stojakovic,SF,5.3,7500000,1.6,SAC,20.8,2006,0.422
10,2.0,1.8,6,0.506,0.0,82,6-7,28.0,0.4,9.1,Kenny Thomas,PF,7.5,6500000,1.6,SAC,16.6,2006,0.002
11,2.8,2.2,7,0.482,0.222,52,6-5,32.4,0.0,13.6,Bonzi Wells,SG,7.7,8000000,2.4,SAC,22.4,2006,0.073
12,0.4,5.1,10,0.406,1.0,37,6-7,9.8,1.5,3.4,Corliss Williamson,SF,1.8,6000000,0.8,SAC,19.6,2006,0.019
0,0.4,1.7,1,0.638,0.222,68,6-11,14.7,,3.8,Andris Biedrins,C,4.2,1857360,0.5,GSW,11.2,2006,0.0
1,0.3,,2,0.403,0.25,61,6-11,8.3,,3.3,Zarko Cabarkapa,PF,1.8,1404360,0.6,GSW,21.7,2006,0.115
2,0.5,,12,0.42,0.0,42,6-7,10.7,,2.2,Calbert Cheaney,SF,1.5,1760000,0.4,GSW,12.8,2006,0.074
3,8.9,3.5,6,0.434,0.315,54,6-3,36.5,3.6,17.9,Baron Davis,PG,4.4,13700000,2.9,GSW,25.9,2006,0.376
4,0.4,1.7,R,0.524,0.222,69,6-8,14.9,,7.0,Ike Diogu,PF,3.3,1988160,1.1,GSW,21.0,2006,0.0
5,2.9,0.4,3,0.462,0.285,81,6-9,31.8,3.6,11.5,Mike Dunleavy,SF,4.9,4506261,1.5,GSW,18.1,2006,0.319
6,1.6,,R,0.441,0.341,49,6-3,18.1,,6.8,Monta Ellis,SG,2.1,448762,1.2,GSW,20.2,2006,0.258
7,4.3,0.4,9,0.417,0.397,82,6-1,31.6,1.0,13.3,Derek Fisher,PG,2.6,5393300,1.9,GSW,20.2,2006,0.333
8,0.4,3.5,8,0.507,0.318,77,6-10,23.7,,4.5,Adonal Foyle,C,5.5,7312500,1.0,GSW,10.0,2006,0.0
9,1.3,,R,0.333,0.384,19,6-1,6.2,,0.8,Aaron Miles,PG,0.7,155614,0.6,GSW,11.6,2006,0.0
10,1.4,0.1,4,0.464,0.32,74,6-11,34.0,3.6,14.0,Troy Murphy,PF,10.0,7365079,1.5,GSW,19.2,2006,0.216
11,0.8,1.7,2,0.467,0.318,52,6-6,22.7,,9.3,Mickael Pietrus,SF,3.1,1910520,1.5,GSW,21.1,2006,0.421
12,3.1,0.4,4,0.477,0.384,75,6-6,38.4,3.2,23.2,Jason Richardson,SG,5.8,8888888,2.2,GSW,27.6,2006,0.332
13,0.1,,R,0.605,0.25,17,6-10,8.5,,2.8,Chris Taft,C,2.1,423762,0.1,GSW,13.2,2006,0.0
0,1.7,1.2,10,0.531,0.396,74,6-6,17.0,1.5,5.8,Brent Barry,SG,2.1,4691390,0.7,SAS,16.0,2006,0.586
1,1.5,2.6,9,0.44,0.424,82,6-7,33.6,2.6,7.5,Bruce Bowen,SF,3.9,3375000,0.8,SAS,11.1,2006,0.457
2,3.2,4.3,8,0.485,0.4,80,6-11,34.8,0.2,18.6,Tim Duncan,PF,11.0,15845156,2.5,SAS,27.7,2006,0.004
3,1.5,1.7,10,0.423,0.394,77,6-7,26.5,4.3,10.1,Michael Finley,SG,3.2,2675000,0.8,SAS,18.9,2006,0.401
4,3.6,1.7,3,0.5,0.382,65,6-6,27.9,4.3,15.1,Manu Ginobili,SG,3.5,7428937,1.9,SAS,25.0,2006,0.324
5,1.3,3.4,13,0.399,0.368,63,6-9,18.8,0.3,5.1,Robert Horry,PF,3.8,3000000,0.7,SAS,14.7,2006,0.493
6,0.3,0.7,5,0.544,0.0,25,6-10,7.2,4.1,3.2,Sean Marks,PF,1.7,835810,0.3,SAS,22.0,2006,0.042
7,0.5,1.0,7,0.504,0.396,80,6-10,17.4,1.5,6.2,Nazr Mohammed,C,5.2,5500000,1.1,SAS,18.3,2006,0.0
8,0.4,2.8,7,0.518,0.0,80,7-0,18.9,1.5,4.5,Rasho Nesterovic,C,3.9,6720000,0.7,SAS,12.6,2006,0.006
9,0.5,1.9,R,0.484,0.0,59,6-10,8.3,4.1,1.7,Fabricio Oberto,C,2.1,2325000,0.5,SAS,12.9,2006,0.022
10,5.8,0.0,4,0.556,0.306,80,6-2,33.9,2.6,18.9,Tony Parker,PG,3.3,8400000,3.1,SAS,27.1,2006,0.032
11,0.2,0.2,R,0.467,0.667,16,6-5,7.1,4.1,2.6,Melvin Sanders,SG,1.4,24315,0.5,SAS,19.2,2006,0.091
12,0.0,1.6,R,0.485,0.4,1,6-4,0.0,4.1,0.0,Alex Scales,SG,0.0,24315,0.0,SAS,29.9,2006,0.009
13,1.7,1.9,1,0.503,0.343,54,6-3,10.9,0.3,5.1,Beno Udrih,PG,1.0,904800,1.0,SAS,25.1,2006,0.3
14,1.9,1.9,12,0.429,0.357,65,6-1,15.2,0.3,5.5,Nick Van Exel,PG,1.4,1138500,0.9,SAS,20.2,2006,0.449
0,1.4,0.2,11,0.4,0.229,62,6-0,10.0,5.4,2.1,Darrell Armstrong,PG,1.3,1138500,0.9,DAL,15.4,2006,0.375
1,2.0,1.3,13,0.36,0.0,7,6-6,26.4,5.4,3.7,Doug Christie,SG,1.9,1575000,0.9,DAL,9.4,2006,0.038
2,0.6,1.7,9,0.493,0.238,82,6-11,23.6,2.2,5.7,Erick Dampier,C,7.8,8662500,1.4,DAL,13.4,2006,0.0
3,2.8,0.4,2,0.491,0.211,62,6-6,28.5,0.9,10.2,Marquis Daniels,SG,3.6,5393300,1.6,DAL,18.3,2006,0.037
4,0.3,4.8,4,0.487,0.5,81,7-0,18.6,1.0,2.3,DeSagana Diop,C,4.6,1850000,0.4,DAL,6.9,2006,0.013
5,1.7,2.2,6,0.485,0.0,52,6-5,23.9,0.2,4.6,Adrian Griffin,SG,4.4,768718,0.8,DAL,10.0,2006,0.01
6,3.2,2.2,1,0.482,0.238,56,6-3,22.8,1.0,9.9,Devin Harris,PG,2.2,2947440,1.5,DAL,21.7,2006,0.052
7,1.9,0.1,2,0.475,0.429,59,6-7,32.5,2.2,15.6,Josh Howard,SF,6.3,923880,1.3,DAL,22.9,2006,0.085
8,0.0,2.0,1,0.542,0.0,43,7-0,5.5,5.4,1.7,Didier Ilunga-Mbenga,C,1.3,880000,0.4,DAL,16.7,2006,0.017
9,0.4,0.2,R,0.404,0.333,23,6-9,10.5,5.4,3.1,Rawle Marshall,SF,1.3,398762,0.7,DAL,17.0,2006,0.05
10,2.8,1.7,7,0.496,0.406,81,7-0,38.1,5.8,26.6,Dirk Nowitzki,PF,9.0,13843156,1.9,DAL,30.0,2006,0.173
11,0.0,2.5,1,0.0,0.333,1,7-5,18.0,5.4,3.0,Pavel Podkolzin,C,7.0,1141560,2.0,DAL,17.2,2006,0.0
12,0.2,0.2,R,0.457,0.333,37,6-9,11.6,5.4,3.0,Josh Powell,PF,2.2,398762,0.6,DAL,13.4,2006,0.0
13,2.9,4.8,10,0.436,0.277,55,6-6,27.7,0.0,13.0,Jerry Stackhouse,SG,2.8,8367187,2.2,DAL,25.2,2006,0.216
14,3.8,1.7,6,0.505,0.411,80,6-2,35.0,4.6,17.1,Jason Terry,PG,2.0,6666667,1.7,DAL,22.2,2006,0.379
15,0.7,0.2,8,0.454,0.368,53,6-10,20.6,0.1,8.9,Keith Van Horn,SF,3.6,15694250,1.3,DAL,21.8,2006,0.351
0,1.7,3.1,4,0.522,0.394,81,6-8,35.0,0.9,10.1,Shane Battier,SF,5.3,4903000,1.1,MEM,13.7,2006,0.266
1,1.3,0.9,1,0.362,0.167,57,6-1,10.0,1.1,2.0,Antonio Burks,PG,0.6,641748,0.6,MEM,16.2,2006,0.042
2,0.9,0.9,5,0.402,0.448,36,6-8,11.2,1.1,3.4,Brian Cardinal,PF,1.5,5393300,0.8,MEM,18.1,2006,0.261
3,4.6,3.1,4,0.505,0.25,80,7-0,39.2,2.0,20.4,Pau Gasol,PF,8.9,10993000,2.9,MEM,26.4,2006,0.01
4,2.7,1.6,8,0.377,0.389,71,6-1,25.0,1.1,11.4,Bobby Jackson,PG,3.1,3375000,1.4,MEM,25.0,2006,0.444
5,0.5,0.4,2,0.438,0.143,71,6-6,13.6,0.5,4.0,Dahntay Jones,SF,1.5,1223160,0.7,MEM,17.8,2006,0.08
6,2.4,1.5,11,0.457,0.356,75,6-6,32.5,1.5,11.8,Eddie Jones,SG,3.7,14576250,1.2,MEM,18.1,2006,0.518
7,2.7,0.5,5,0.513,0.407,74,6-8,30.6,2.1,13.7,Mike Miller,SG,5.4,6750000,1.9,MEM,21.3,2006,0.446
8,0.3,3.0,R,0.429,0.5,16,6-2,5.5,1.1,2.2,Anthony Roberson,PG,0.4,398762,0.2,MEM,19.3,2006,0.323
9,0.2,0.1,R,0.476,0.0,33,6-9,5.5,1.1,1.5,Lawrence Roberts,C,1.5,398762,0.2,MEM,15.9,2006,0.045
10,4.7,0.6,10,0.426,0.346,27,5-10,31.9,0.5,11.7,Damon Stoudamire,PG,3.5,3750000,2.0,MEM,20.8,2006,0.362
11,0.3,3.0,4,1.0,0.0,3,6-9,8.3,1.1,1.3,John Thomas,C,0.0,103443,0.7,MEM,7.8,2006,0.0
12,0.3,0.6,5,0.606,0.143,51,7-2,14.4,1.1,5.0,Jake Tsakalidis,C,4.2,2900000,0.8,MEM,16.1,2006,0.0
13,0.4,0.9,R,0.443,0.167,68,6-9,10.6,1.1,4.1,Hakim Warrick,PF,2.1,1196520,0.8,MEM,22.5,2006,0.0
14,0.6,1.6,9,0.48,0.0,78,6-11,21.7,1.3,5.8,Lorenzen Wright,C,5.1,7700000,0.9,MEM,15.1,2006,0.005
0,0.2,1.3,4,0.571,0.298,32,6-10,17.8,,5.0,Chris Andersen,C,4.8,3500000,0.8,NOK,13.9,2006,0.0
1,0.1,,R,0.4,0.25,29,6-8,9.2,,2.3,Brandon Bass,PF,2.3,398762,0.4,NOK,15.6,2006,0.0
2,1.2,1.1,12,0.461,0.167,75,6-11,31.7,0.4,9.0,P.J. Brown,C,7.3,8000000,1.2,NOK,14.7,2006,0.0
3,0.5,0.3,3,0.422,0.38,79,6-7,23.7,0.6,8.7,Rasual Butler,SF,2.9,1300000,0.8,NOK,18.6,2006,0.382
4,4.8,0.3,4,0.426,0.27,71,5-11,28.4,0.4,12.3,Speedy Claxton,PG,2.7,3600000,2.2,NOK,23.8,2006,0.086
5,1.0,,2,0.0,0.25,2,6-11,8.0,,0.0,Maciej Lampe,C,2.0,900000,0.5,NOK,14.6,2006,0.0
6,0.3,,R,0.379,0.25,19,6-4,7.1,,2.3,Arvydas Macijauskas,SG,0.5,2500000,0.4,NOK,19.2,2006,0.293
7,0.9,0.3,5,0.401,0.167,70,6-7,30.0,0.4,10.8,Desmond Mason,SF,4.3,7333333,1.6,NOK,20.8,2006,0.009
8,0.9,,3,0.373,0.298,25,6-9,16.2,,5.0,Bostjan Nachbar,PF,2.0,2500000,0.8,NOK,18.4,2006,0.46
9,7.8,1.4,R,0.464,0.282,78,6-0,36.0,4.7,16.1,Chris Paul,PG,5.1,3144240,2.3,NOK,22.2,2006,0.187
10,1.1,0.3,1,0.407,0.371,55,6-6,18.0,,7.7,J.R. Smith,SG,2.0,1297080,1.0,NOK,21.9,2006,0.383
11,1.5,0.3,1,0.491,0.357,68,6-6,19.3,0.6,8.0,Kirk Snyder,SG,2.4,1437240,1.0,NOK,20.5,2006,0.285
12,0.3,1.1,1,0.394,0.25,41,6-10,9.9,,1.8,Jackson Vroman,PF,2.1,682051,0.5,NOK,12.2,2006,0.0
13,1.2,0.1,2,0.514,0.273,74,6-9,34.1,0.9,17.1,David West,PF,7.4,1334160,1.4,NOK,23.0,2006,0.011
0,6.7,0.7,6,0.418,0.327,63,6-2,38.6,0.1,12.1,Rafer Alston,PG,4.0,3850000,2.5,HOU,18.8,2006,0.423
1,2.7,0.2,8,0.462,0.284,20,6-5,29.1,,10.8,Derek Anderson,SG,4.2,1670000,1.9,HOU,19.8,2006,0.387
2,1.3,0.3,13,0.394,0.375,20,6-4,17.1,,4.3,Jon Barry,SG,1.6,1800000,1.1,HOU,13.9,2006,0.492
3,0.1,1.3,3,0.458,0.136,23,6-8,12.2,,3.6,Lonny Baxter,C,3.7,745248,0.6,HOU,15.8,2006,0.0
4,0.4,1.2,6,0.333,0.136,68,6-7,9.6,,1.3,Ryan Bowen,SF,1.3,900498,0.2,HOU,10.5,2006,0.177
5,0.0,0.9,2,0.461,0.0,1,6-8,0.0,,0.0,Josh Davis,PF,0.0,17546,0.0,HOU,0.0,2006,
6,0.5,0.9,R,0.455,0.2,6,6-6,6.3,,2.8,Stephen Graham,SG,1.2,48630,0.8,HOU,28.6,2006,0.313
7,2.7,0.8,R,0.445,0.361,80,6-3,28.9,1.3,8.8,Luther Head,SG,3.3,975600,1.5,HOU,16.6,2006,0.497
8,1.4,0.3,11,0.461,0.0,80,6-9,31.7,0.1,11.8,Juwan Howard,PF,6.7,5900400,1.7,HOU,20.2,2006,0.005
9,4.8,1.3,8,0.434,0.312,47,6-8,37.1,3.4,24.4,Tracy McGrady,SF,6.5,15694250,2.6,HOU,35.0,2006,0.231
10,1.5,1.1,3,0.519,0.0,57,7-6,34.2,1.3,22.3,Yao Ming,C,10.2,5594906,2.6,HOU,29.9,2006,0.001
11,0.1,1.8,14,0.526,0.364,64,7-2,14.9,,2.6,Dikembe Mutombo,C,4.8,2000000,0.5,HOU,8.5,2006,0.0
12,1.0,1.3,8,0.433,0.0,29,6-1,8.3,,2.2,Moochie Norris,PG,1.2,4200000,0.6,HOU,17.5,2006,0.077
13,0.4,0.1,5,0.493,0.0,66,6-9,20.4,,8.9,Stromile Swift,C,4.4,5000000,1.4,HOU,22.7,2006,0.004
14,2.9,0.8,12,0.438,0.365,71,6-0,33.4,1.3,9.9,David Wesley,SG,2.5,5070000,1.7,HOU,15.3,2006,0.483
0,0.8,0.0,R,0.468,0.373,65,7-0,25.1,2.1,11.6,Andrea Bargnani,PF,3.9,4501200,1.6,TOR,22.6,2007,0.429
1,2.5,1.3,3,0.501,0.343,69,6-11,38.5,1.3,22.6,Chris Bosh,C,10.7,4235220,2.6,TOR,26.7,2007,0.032
2,5.0,0.0,1,0.553,0.333,77,6-3,21.0,2.1,8.7,Jose Calderon,PG,1.7,2333334,1.4,TOR,19.5,2007,0.149
3,1.6,0.6,4,0.472,0.325,26,6-3,26.3,2.8,11.1,Juan Dixon,SG,2.8,2550000,0.9,TOR,20.5,2007,0.32
4,7.9,1.7,2,0.447,0.304,75,6-0,29.9,1.1,14.0,T.J. Ford,PG,3.1,2929467,3.1,TOR,26.1,2007,0.076
5,1.9,1.7,R,0.464,0.342,67,6-9,28.5,2.1,8.5,Jorge Garbajosa,PF,4.9,3750000,1.0,TOR,15.2,2007,0.365
6,0.6,0.0,1,0.513,0.29,79,6-7,16.7,2.8,6.4,Joey Graham,SF,3.1,1492440,0.6,TOR,17.4,2007,0.08
7,0.3,0.6,2,0.47,0.351,60,6-9,11.2,2.8,3.8,Kris Humphries,PF,3.1,1703520,0.5,TOR,17.4,2007,0.0
8,1.4,0.6,11,0.351,0.351,31,5-11,7.1,2.8,3.0,Darrick Martin,PG,0.4,1178348,0.4,TOR,24.3,2007,0.394
9,0.9,2.6,8,0.548,0.0,80,7-0,21.0,2.1,6.2,Rasho Nesterovic,C,4.5,7280000,0.7,TOR,13.8,2007,0.002
10,2.1,0.4,3,0.5,0.441,73,6-6,33.4,2.1,12.4,Anthony Parker,SG,3.9,4150000,1.0,TOR,15.7,2007,0.38
11,0.7,0.0,6,0.523,0.359,71,6-7,21.3,0.4,8.9,Morris Peterson,SF,3.3,4550000,0.7,TOR,19.1,2007,0.571
12,0.1,0.6,R,0.542,0.5,20,6-10,3.6,2.8,1.9,Uros Slokar,C,0.7,412718,0.5,TOR,26.2,2007,0.077
13,0.3,0.6,2,0.333,0.5,7,6-10,4.9,2.8,1.4,Pape Sow,C,1.6,744551,0.1,TOR,17.2,2007,0.0
14,0.2,0.6,R,0.5,0.5,17,6-6,4.9,2.8,1.8,P.J. Tucker,SF,1.4,412718,0.4,TOR,19.1,2007,0.0
0,0.2,4.1,R,0.56,0.0,61,6-4,8.1,1.5,2.9,Hassan Adams,SG,1.3,412718,0.4,NJN,16.3,2007,0.007
1,0.2,4.1,R,0.579,0.0,61,6-10,11.0,1.5,4.2,Josh Boone,PF,2.9,1053960,0.5,NJN,17.4,2007,0.0
2,4.8,2.0,8,0.491,0.357,82,6-6,38.1,4.7,25.2,Vince Carter,SG,6.0,15101625,2.6,NJN,30.8,2007,0.273
3,0.6,2.1,5,0.369,0.0,80,7-0,23.1,0.5,2.1,Jason Collins,PF,4.0,5800000,0.9,NJN,7.1,2007,0.013
4,1.2,4.1,6,0.427,0.429,56,6-1,16.9,0.7,8.4,Eddie House,SG,1.6,1400000,0.5,NJN,22.8,2007,0.416
5,0.0,0.4,R,0.0,0.357,5,7-1,1.2,1.5,0.0,Mile Ilic,C,0.2,800000,0.6,NJN,46.6,2007,0.0
6,2.7,2.1,5,0.483,0.359,55,6-7,35.6,0.5,16.3,Richard Jefferson,SF,4.4,11200000,2.2,NJN,22.1,2007,0.218
7,9.2,2.0,12,0.448,0.343,80,6-4,36.7,3.0,13.0,Jason Kidd,PG,8.2,18084000,2.7,NJN,19.4,2007,0.398
8,1.8,4.1,2,0.528,0.0,26,7-0,32.6,1.5,16.4,Nenad Krstic,C,6.8,1080480,2.0,NJN,23.5,2007,0.003
9,0.9,0.8,8,0.61,0.0,79,6-11,26.4,0.5,9.8,Mikki Moore,C,5.1,1071225,1.4,NJN,16.2,2007,0.002
10,0.8,0.1,4,0.496,0.423,76,6-9,20.2,0.5,9.2,Bostjan Nachbar,SF,3.3,2500000,0.9,NJN,19.3,2007,0.535
11,0.2,4.1,2,0.375,0.357,10,6-6,3.7,1.5,1.0,Bernard Robinson,SF,0.6,1000000,0.0,NJN,12.8,2007,0.0
12,1.0,0.1,17,0.368,0.379,50,6-10,19.1,0.7,4.1,Clifford Robinson,C,2.4,1600000,0.6,NJN,12.9,2007,0.303
13,3.3,0.1,R,0.446,0.282,79,6-3,16.6,0.7,6.8,Marcus Williams,PG,2.1,1097880,1.8,NJN,25.0,2007,0.31
14,0.9,0.1,1,0.474,0.322,63,6-7,18.0,0.7,4.5,Antoine Wright,SG,2.8,1570920,0.7,NJN,13.4,2007,0.235
0,0.4,2.2,R,0.491,0.347,67,6-7,17.4,4.1,6.6,Rodney Carney,SF,1.9,1439760,0.6,PHI,18.7,2007,0.184
1,0.8,2.1,4,0.543,0.0,82,6-11,30.9,0.9,10.7,Samuel Dalembert,C,8.9,9464307,2.0,PHI,16.7,2007,0.003
2,1.5,0.5,3,0.43,0.325,74,6-4,24.9,4.1,11.3,Willie Green,SG,2.1,2800000,1.4,PHI,25.7,2007,0.181
3,0.4,0.5,5,0.577,0.347,70,7-0,22.9,4.1,6.4,Steven Hunter,PF,4.8,3024000,0.9,PHI,13.2,2007,0.0
4,5.7,1.4,2,0.472,0.31,76,6-6,40.3,1.9,18.2,Andre Iguodala,SG,5.7,2201640,3.4,PHI,22.6,2007,0.156
5,0.4,1.3,R,0.5,0.111,44,6-7,7.6,,2.5,Bobby Jones,SF,1.3,412718,0.4,PHI,17.7,2007,0.097
6,1.4,0.5,3,0.446,0.43,74,6-7,30.9,0.9,14.4,Kyle Korver,SF,3.5,4018182,1.6,PHI,21.3,2007,0.363
7,7.3,0.5,7,0.477,0.053,57,6-3,37.6,0.9,13.6,Andre Miller,PG,4.4,8733333,2.7,PHI,19.4,2007,0.029
8,2.5,2.2,9,0.438,0.0,53,6-4,17.3,4.1,3.8,Kevin Ollie,PG,1.4,3196050,0.9,PHI,12.8,2007,0.011
9,0.3,1.3,1,0.479,0.324,13,6-10,13.8,,4.5,Shavlik Randolph,PF,4.2,1000000,0.7,PHI,17.2,2007,0.0
10,0.9,2.2,11,0.449,0.0,54,6-10,25.1,4.1,9.2,Joe Smith,PF,6.7,6807000,1.2,PHI,18.8,2007,0.009
11,0.0,,R,0.25,0.31,8,6-8,3.5,,0.6,Steven Smith,PF,0.8,161061,0.3,PHI,18.0,2007,0.0
12,3.4,2.2,13,0.387,0.4,18,6-9,30.2,0.6,11.0,Chris Webber,PF,8.3,17600000,1.8,PHI,23.4,2007,0.022
0,0.6,2.4,R,0.54,0.185,68,6-8,15.6,,4.9,Renaldo Balkman,SF,4.3,1191240,0.7,NYK,15.5,2007,0.098
1,0.0,1.6,9,0.318,1.0,18,6-11,5.3,,1.2,Kelvin Cato,C,1.7,1071225,0.3,NYK,15.9,2007,0.0
2,1.6,1.6,R,0.409,0.277,52,6-6,14.9,,4.5,Mardy Collins,SF,2.0,899880,1.1,NYK,18.8,2007,0.206
3,4.4,1.6,6,0.445,0.32,59,6-5,37.3,1.4,17.6,Jamal Crawford,SG,3.2,7200000,2.7,NYK,24.1,2007,0.363
4,0.8,1.6,5,0.575,1.0,81,7-0,35.2,2.2,19.5,Eddy Curry,C,7.0,8171103,3.6,NYK,25.5,2007,0.001
5,3.9,2.4,7,0.422,0.378,44,6-3,28.1,1.1,11.3,Steve Francis,SG,3.6,15070000,2.3,NYK,19.7,2007,0.324
6,0.9,1.6,1,0.44,0.167,72,6-11,26.3,2.2,9.5,Channing Frye,PF,5.5,2325000,1.4,NYK,20.0,2007,0.026
7,0.1,1.6,6,0.418,1.0,41,7-0,6.7,,1.9,Jerome James,C,1.6,5400000,0.6,NYK,18.3,2007,0.0
8,1.2,2.0,4,0.5,0.1,55,6-11,23.8,1.1,4.1,Jared Jeffries,SF,4.3,5215000,1.1,NYK,10.3,2007,0.097
9,1.8,1.6,1,0.6,0.378,58,6-9,29.8,2.2,10.7,David Lee,PF,10.4,926040,1.6,NYK,14.9,2007,0.0
10,5.4,1.6,10,0.448,0.357,74,6-2,37.1,2.2,16.4,Stephon Marbury,PG,2.9,17184375,2.4,NYK,21.5,2007,0.362
11,2.2,2.0,6,0.456,0.376,49,6-6,33.1,1.3,13.0,Quentin Richardson,SF,7.2,7525500,1.4,NYK,18.7,2007,0.473
12,1.4,2.0,1,0.465,0.39,64,5-9,21.2,2.1,10.1,Nate Robinson,PG,2.4,1185480,1.1,NYK,22.0,2007,0.407
13,1.0,0.8,10,0.404,0.25,65,6-7,12.5,,3.0,Malik Rose,PF,2.7,7525397,1.0,NYK,15.3,2007,0.043
0,1.7,1.1,2,0.553,0.242,33,6-4,24.4,0.0,11.5,Tony Allen,SG,3.8,1037280,2.3,BOS,22.1,2007,0.127
1,1.6,2.0,1,0.473,0.381,73,6-7,31.2,0.2,12.1,Ryan Gomes,PF,5.6,664209,1.4,BOS,18.5,2007,0.058
2,1.0,3.2,1,0.447,0.368,81,6-7,22.0,4.6,10.4,Gerald Green,SF,2.6,1347000,1.5,BOS,23.7,2007,0.349
3,1.3,1.0,2,0.514,0.0,69,6-10,33.6,0.2,16.0,Al Jefferson,C,11.0,1618320,2.0,BOS,22.4,2007,0.001
4,0.2,2.3,8,0.413,0.0,24,7-0,9.8,,1.7,Michael Olowokandi,C,2.0,1103225,0.7,BOS,12.5,2007,0.0
5,1.3,3.2,3,0.496,0.0,72,6-10,21.9,0.1,4.5,Kendrick Perkins,C,5.2,1689409,1.6,BOS,12.2,2007,0.011
6,4.1,3.2,8,0.463,0.389,47,6-7,37.0,4.6,25.0,Paul Pierce,SG,5.9,15101625,3.2,BOS,30.7,2007,0.324
7,0.2,2.3,R,0.451,0.0,63,6-8,11.4,,4.2,Leon Powe,C,3.4,432000,0.7,BOS,18.1,2007,0.011
8,0.0,1.2,11,0.333,0.0,2,6-10,22.0,,2.5,Theo Ratliff,C,3.5,11666666,0.5,BOS,5.9,2007,0.0
9,0.9,2.3,R,0.364,0.414,47,6-2,15.1,,6.2,Allan Ray,SG,1.5,412718,0.9,BOS,20.8,2007,0.448
10,3.8,2.0,R,0.432,0.207,78,6-1,23.5,4.6,6.4,Rajon Rondo,PG,3.7,1143600,1.8,BOS,16.5,2007,0.064
11,1.1,0.1,5,0.407,0.4,54,6-9,19.0,0.1,4.0,Brian Scalabrine,PF,1.9,2793103,0.8,BOS,10.8,2007,0.576
12,1.7,1.1,7,0.415,0.415,32,6-7,28.1,0.1,15.0,Wally Szczerbiak,SF,3.1,11775000,1.7,BOS,25.0,2007,0.273
13,2.8,3.2,2,0.402,0.289,78,6-0,20.2,0.1,6.1,Sebastian Telfair,PG,1.4,1793160,1.3,BOS,17.8,2007,0.27
14,4.4,2.0,2,0.447,0.365,69,6-4,32.2,0.2,12.2,Delonte West,SG,3.0,1080480,2.0,BOS,19.3,2007,0.248
0,7.2,2.5,9,0.479,0.345,70,6-3,36.2,5.4,17.0,Chauncey Billups,PG,3.4,6364400,2.0,DET,21.5,2007,0.388
1,1.2,3.9,R,0.32,0.2,14,6-0,11.9,0.9,1.8,Will Blalock,PG,1.1,412718,0.9,DET,12.8,2007,0.167
2,0.3,3.1,15,0.446,0.386,46,6-11,10.1,0.9,1.8,Dale Davis,C,3.0,3500000,0.3,DET,10.3,2007,0.0
3,1.1,0.4,2,0.462,0.333,82,6-6,16.7,0.1,5.2,Carlos Delfino,SG,3.2,1037280,0.7,DET,16.5,2007,0.367
4,0.3,0.4,3,0.355,0.386,19,6-7,4.9,0.9,1.3,Ronald Dupree,SF,0.9,771331,0.2,DET,19.2,2007,0.0
5,3.8,2.5,7,0.483,0.341,75,6-6,36.8,2.3,19.8,Richard Hamilton,SG,3.8,9187500,2.1,DET,25.9,2007,0.11
6,1.8,3.1,13,0.448,0.319,52,6-2,14.3,0.0,4.9,Lindsey Hunter,PG,0.9,2250000,0.7,DET,18.7,2007,0.488
7,0.4,3.9,1,0.6,0.0,8,6-9,15.5,0.9,5.9,Amir Johnson,PF,4.6,664209,1.1,DET,18.5,2007,0.091
8,0.2,1.0,1,0.5,0.2,67,6-7,14.1,0.0,5.0,Jason Maxiell,C,2.8,973440,0.8,DET,18.9,2007,0.0
9,0.9,1.8,10,0.526,0.333,82,6-9,21.1,0.1,8.1,Antonio McDyess,PF,6.0,5883600,0.9,DET,18.6,2007,0.0
10,0.2,0.5,8,0.532,0.319,51,6-10,15.2,0.0,5.6,Nazr Mohammed,C,4.5,5215000,0.8,DET,18.5,2007,0.0
11,2.7,0.4,4,0.431,0.289,69,6-4,21.4,0.1,6.7,Ronald Murray,SG,1.6,1750000,1.3,DET,18.7,2007,0.189
12,2.8,0.4,4,0.48,0.386,82,6-9,36.6,1.7,14.3,Tayshaun Prince,SF,5.2,7851240,1.2,DET,18.9,2007,0.211
13,1.7,2.5,11,0.463,0.351,75,6-10,32.3,0.1,12.3,Rasheed Wallace,C,7.2,11650000,1.3,DET,19.6,2007,0.351
14,3.0,2.1,13,0.491,0.333,43,6-9,29.7,0.1,11.3,Chris Webber,PF,6.7,661024,1.7,DET,20.2,2007,0.015
0,0.4,0.6,R,0.429,0.28,23,6-4,8.8,0.4,3.2,Shannon Brown,SG,0.9,971280,0.6,CLE,21.1,2007,0.338
1,1.2,0.5,R,0.43,0.419,60,6-2,16.5,0.4,4.6,Daniel Gibson,PG,1.5,412718,0.7,CLE,13.4,2007,0.537
2,1.1,1.2,4,0.476,0.167,80,6-10,28.0,0.0,11.1,Drew Gooden,PF,8.5,6645402,1.4,CLE,20.0,2007,0.008
3,3.7,0.8,8,0.42,0.333,70,6-5,37.1,0.0,14.9,Larry Hughes,SG,3.8,13363012,2.2,CLE,21.7,2007,0.233
