,APG,DBPM,Exp,FG2_pct,FG3_pct,GP,Height,MPG,OBPM,PPG,Player,Pos,RPG,Salary,TPG,Team,USG,Year,pct_from_3
2,1.3,0.6,2,0.381,0.357,13,6-4,12.3,2.5,2.5,Jamison Brewer,PG,0.8,638679,0.8,IND,14.1,2004,0.4
3,0.2,0.6,2,0.462,0.111,18,7-2,4.0,2.5,1.6,Primoz Brezec,C,0.8,861600,0.3,IND,22.7,2004,0.0
4,0.7,0.0,6,0.387,0.389,77,6-9,13.6,0.0,5.0,Austin Croshere,PF,3.2,7610000,0.7,IND,18.3,2004,0.469
5,0.8,2.4,4,0.55,0.0,82,6-11,23.9,0.7,6.1,Jeff Foster,C,7.4,4000000,0.7,IND,11.8,2004,0.011
6,1.7,1.0,5,0.481,0.273,79,6-9,30.9,3.3,13.3,Al Harrington,PF,6.4,5692500,2.1,IND,22.9,2004,0.085
7,2.8,0.1,6,0.436,0.336,73,6-3,21.9,2.3,6.2,Anthony Johnson,PG,1.8,813679,1.0,IND,15.6,2004,0.297
8,2.1,0.8,1,0.432,0.303,81,6-4,18.6,2.3,4.9,Fred Jones,SG,1.6,1506000,0.9,IND,14.1,2004,0.286
9,0.0,0.6,R,0.2,0.25,6,6-8,4.3,2.5,1.2,James Jones,SF,0.3,366931,0.0,IND,17.9,2004,0.444
10,3.1,2.4,16,0.485,0.401,80,6-7,28.2,3.3,10.0,Reggie Miller,SG,2.4,5000000,0.9,IND,15.4,2004,0.562
11,2.1,3.0,7,0.438,0.111,78,6-11,35.7,1.9,20.1,Jermaine O'Neal,PF,10.0,13152000,2.3,IND,30.2,2004,0.013
12,0.2,2.4,6,0.412,0.25,61,6-11,11.1,2.5,1.7,Scot Pollard,C,2.7,5309563,0.4,IND,10.1,2004,0.0
13,5.8,0.5,2,0.466,0.372,52,6-3,26.5,2.3,8.3,Jamaal Tinsley,PG,2.6,861600,2.1,IND,17.5,2004,0.559
14,3.7,2.3,4,0.452,0.31,73,6-6,37.2,1.9,18.3,Metta World Peace,SF,5.3,5473684,2.8,IND,26.2,2004,0.218
0,2.4,1.8,4,0.438,0.323,40,5-11,18.8,0.3,6.2,Chucky Atkins,PG,1.2,3900000,1.2,DET,18.8,2004,0.553
1,5.7,2.0,6,0.396,0.388,78,6-3,35.4,3.9,16.9,Chauncey Billups,PG,3.5,5000600,2.4,DET,23.5,2004,0.336
2,0.7,1.9,13,0.439,0.25,65,6-11,13.7,0.3,5.6,Elden Campbell,C,3.2,4000000,1.0,DET,22.6,2004,0.0
3,0.3,6.0,11,0.0,0.0,3,6-5,7.7,0.7,0.0,Hubert Davis,SG,0.0,2956250,0.3,DET,6.1,2004,0.5
4,0.4,1.7,2,0.35,0.125,36,6-8,7.3,0.7,1.2,Tremaine Fowlkes,SF,1.5,638679,0.3,DET,12.2,2004,0.167
5,0.3,1.3,6,0.493,0.5,54,6-7,9.0,0.7,1.8,Darvin Ham,SF,1.7,813679,0.6,DET,11.7,2004,0.027
6,4.0,0.1,4,0.466,0.265,78,6-6,35.5,1.2,17.6,Richard Hamilton,SG,3.6,6500000,2.7,DET,25.7,2004,0.058
7,2.6,2.0,10,0.376,0.28,33,6-2,20.0,0.1,3.5,Lindsey Hunter,SG,2.0,3000000,1.0,DET,12.8,2004,0.35
8,0.2,3.4,R,0.266,0.0,34,7-0,4.7,0.7,1.4,Darko Milicic,C,1.3,3595800,0.4,DET,26.0,2004,0.015
9,1.0,1.3,1,0.472,0.375,71,6-11,22.3,0.0,9.6,Mehmet Okur,PF,5.9,1100000,1.4,DET,21.7,2004,0.089
10,2.3,2.0,1,0.496,0.363,82,6-9,32.9,0.0,10.3,Tayshaun Prince,SF,4.8,971160,1.5,DET,15.6,2004,0.217
11,0.2,0.6,2,0.407,0.5,21,7-0,10.6,0.7,3.1,Zeljko Rebraca,C,2.3,4200000,0.6,DET,16.7,2004,0.0
12,1.7,1.8,8,0.453,0.25,53,6-5,13.3,0.3,3.8,Bob Sura,SG,1.9,6266666,0.7,DET,16.0,2004,0.208
13,1.7,6.8,7,0.424,0.125,81,6-9,37.7,1.2,9.5,Ben Wallace,C,12.4,5500000,1.5,DET,15.3,2004,0.011
14,0.7,1.9,8,0.505,0.364,79,6-7,19.9,0.3,9.5,Corliss Williamson,PF,3.2,5000000,1.4,DET,23.8,2004,0.0
0,3.9,0.5,9,0.508,0.315,79,6-0,28.4,2.3,10.6,Darrell Armstrong,PG,2.9,2475000,2.0,NOH,19.4,2004,0.583
1,1.2,0.2,12,0.418,0.143,69,6-8,20.5,6.4,5.8,Stacey Augmon,SF,2.5,2400000,1.1,NOH,15.6,2004,0.02
2,1.9,1.9,10,0.477,0.0,80,6-11,34.4,5.9,10.5,P.J. Brown,PF,8.6,8000000,1.3,NOH,14.8,2004,0.001
3,7.5,0.5,4,0.448,0.321,67,6-3,40.1,5.9,22.9,Baron Davis,PG,4.3,10960000,3.2,NOH,30.1,2004,0.415
4,0.9,2.7,5,0.273,0.143,15,6-2,5.2,6.4,0.8,Bryce Drew,PG,0.4,1300000,0.5,NOH,16.0,2004,0.389
5,1.5,0.5,10,0.449,0.309,78,6-8,21.8,6.4,4.8,George Lynch,SF,4.0,2800000,0.8,NOH,12.4,2004,0.371
6,1.0,0.4,3,0.474,0.0,82,6-11,33.9,5.9,13.6,Jamaal Magloire,C,10.3,1726771,2.5,NOH,20.0,2004,0.001
7,2.5,2.7,10,0.414,0.284,19,6-8,38.4,6.4,20.8,Jamal Mashburn,SF,6.2,8525000,1.9,NOH,29.4,2004,0.168
8,0.3,2.7,11,0.362,0.143,35,6-10,9.3,6.4,2.3,Sean Rooks,C,1.4,1070000,0.4,NOH,16.2,2004,0.0
9,0.8,2.7,12,0.409,0.402,71,6-7,13.1,6.4,5.0,Steve Smith,SG,1.1,1070000,0.6,NOH,18.3,2004,0.365
10,0.6,1.1,5,0.507,0.4,71,6-8,13.3,6.4,5.1,Robert Traylor,C,3.7,825000,0.9,NOH,19.6,2004,0.017
11,2.9,0.5,10,0.425,0.323,61,6-0,32.8,0.1,14.0,David Wesley,SG,2.2,3960000,1.6,NOH,22.4,2004,0.356
12,0.8,1.4,R,0.478,0.0,71,6-9,13.1,6.4,3.8,David West,PF,4.2,1160160,0.7,NOH,15.3,2004,0.009
0,6.5,2.6,R,0.393,0.238,55,6-0,26.8,1.0,7.1,T.J. Ford,PG,3.2,2002680,2.5,MIL,17.9,2004,0.053
1,0.4,2.6,1,0.526,0.0,75,6-11,16.8,2.9,5.7,Dan Gadzuric,C,4.6,563679,0.6,MIL,16.0,2004,0.003
2,0.1,0.9,1,0.486,0.5,31,6-10,8.5,3.6,3.0,Marcus Haislip,PF,1.7,1547280,0.3,MIL,16.4,2004,0.027
3,5.8,0.4,5,0.446,0.359,82,6-3,24.6,1.8,7.0,Damon Jones,PG,2.1,751179,1.3,MIL,14.8,2004,0.521
4,2.7,0.1,10,0.479,0.292,73,6-10,20.8,1.6,8.4,Toni Kukoc,PF,3.7,9056250,1.5,MIL,21.0,2004,0.332
5,0.0,1.9,3,0.333,0.5,2,6-11,10.0,3.6,3.5,Dan Langhi,SF,0.5,530943,0.0,MIL,18.1,2004,0.25
6,1.9,0.7,3,0.483,0.231,82,6-7,30.9,0.7,14.4,Desmond Mason,SF,4.4,1898312,1.8,MIL,21.8,2004,0.045
7,0.6,0.9,3,0.47,0.35,5,7-1,6.6,3.6,0.2,Joel Przybilla,C,2.0,2373309,0.4,MIL,4.0,2004,0.25
8,2.3,0.7,3,0.47,0.35,82,6-6,36.8,4.4,21.7,Michael Redd,SG,5.0,3000000,1.4,MIL,26.3,2004,0.252
9,0.4,0.2,2,0.479,0.5,54,7-1,13.1,0.6,4.0,Daniel Santiago,C,2.4,1200000,0.6,MIL,15.0,2004,0.0
10,0.9,0.4,5,0.497,0.238,56,6-9,28.2,1.6,10.5,Brian Skinner,C,7.3,1500000,1.4,MIL,18.7,2004,0.0
11,1.0,0.7,8,0.441,0.2,76,6-10,29.7,0.0,10.9,Joe Smith,PF,8.5,5445600,1.1,MIL,18.0,2004,0.007
12,2.1,0.9,7,0.385,0.439,43,6-3,13.3,0.6,5.4,Erick Strickland,PG,1.7,1500000,1.3,MIL,21.6,2004,0.337
13,2.1,2.6,6,0.471,0.362,42,6-10,32.0,1.0,14.1,Tim Thomas,SF,4.9,11825000,1.7,MIL,21.5,2004,0.255
0,0.7,0.4,6,0.436,0.125,50,6-11,19.5,0.9,5.4,Tony Battie,C,4.8,4400000,0.8,CLE,15.2,2004,0.03
1,2.0,0.7,1,0.526,0.167,75,6-9,34.6,1.6,15.5,Carlos Boozer,PF,11.4,563679,1.8,CLE,20.0,2004,0.007
2,1.3,1.0,1,0.282,0.288,31,6-2,13.0,,3.5,J.R. Bremer,PG,1.1,563679,0.6,CLE,18.3,2004,0.482
3,1.1,1.0,2,0.523,0.388,34,6-7,16.5,0.9,5.3,Kedrick Brown,SF,2.3,1757640,0.5,CLE,14.2,2004,0.432
4,0.6,3.0,2,0.388,0.477,56,7-0,13.0,0.9,2.3,DeSagana Diop,C,3.6,2118840,0.5,CLE,11.3,2004,0.0
5,1.3,0.8,5,0.484,0.286,81,7-3,31.3,0.9,15.3,Zydrunas Ilgauskas,C,8.1,13500000,2.0,CLE,23.1,2004,0.007
6,5.9,0.7,R,0.438,0.29,79,6-8,39.5,2.2,20.9,LeBron James,SG,5.5,4018920,3.5,CLE,28.2,2004,0.145
7,0.3,1.0,R,0.365,0.477,41,6-8,10.4,,3.5,Jason Kapono,SF,1.3,366931,0.5,CLE,16.8,2004,0.341
8,0.0,,5,0.438,0.29,2,6-10,6.0,,0.0,Jelani McCoy,C,2.0,36643,0.5,CLE,3.7,2004,
9,2.2,0.0,3,0.458,0.167,37,6-9,24.0,0.9,8.9,Darius Miles,SF,4.5,4130701,1.5,CLE,21.1,2004,0.091
10,1.1,0.4,3,0.412,0.105,64,6-7,19.5,1.4,4.0,Ira Newble,SF,2.4,2458500,0.8,CLE,12.6,2004,0.069
11,2.9,0.4,6,0.367,0.444,82,6-4,17.1,1.4,4.2,Kevin Ollie,PG,2.1,2458500,1.0,CLE,13.3,2004,0.035
12,0.0,,5,0.333,0.29,4,7-2,7.3,,2.3,Bruno Sundov,C,2.5,751159,0.8,CLE,22.6,2004,0.0
13,1.2,1.0,1,0.368,0.36,44,6-2,16.1,0.9,6.5,Dajuan Wagner,SG,1.3,2471280,0.9,CLE,23.3,2004,0.281
14,1.9,0.4,8,0.399,0.253,50,6-8,27.5,1.4,9.4,Eric Williams,SF,3.8,5540000,1.1,CLE,18.1,2004,0.226
0,0.1,1.5,2,0.571,0.333,7,6-11,5.7,13.5,1.1,Mengke Bateer,C,1.1,636679,0.3,TOR,10.9,2004,0.0
1,0.3,0.4,1,0.472,0.0,36,6-8,13.5,13.5,4.2,Lonny Baxter,C,3.4,636679,0.6,TOR,17.4,2004,0.008
2,1.0,1.7,R,0.461,0.357,75,6-11,33.5,0.2,11.5,Chris Bosh,C,7.4,2911320,1.4,TOR,18.3,2004,0.02
3,0.2,1.5,2,0.333,0.333,5,6-10,7.6,13.5,0.6,Michael Bradley,PF,2.2,1292040,0.6,TOR,8.8,2004,0.0
4,4.8,0.1,5,0.424,0.383,73,6-6,38.2,2.9,22.5,Vince Carter,SG,4.8,11326219,3.1,TOR,32.5,2004,0.167
5,0.8,0.6,9,0.403,0.2,70,6-5,17.6,13.5,2.9,Michael Curry,SF,1.2,2800000,0.7,TOR,10.6,2004,0.077
6,1.4,2.0,9,0.5,0.403,66,6-9,39.1,1.7,16.2,Donyell Marshall,PF,10.7,4605196,1.4,TOR,19.7,2004,0.337
7,1.0,2.6,1,0.352,0.364,23,6-5,12.4,13.5,4.0,Roger Mason,SG,1.2,563679,0.8,TOR,19.5,2004,0.379
8,0.2,1.3,3,0.482,0.0,35,6-10,11.9,13.5,2.9,Jerome Moiso,PF,3.2,1600000,0.7,TOR,14.6,2004,0.012
9,0.8,0.4,8,0.355,0.35,33,6-7,15.7,13.5,6.0,Lamond Murray,SF,2.7,4500000,1.2,TOR,25.1,2004,0.279
10,3.1,0.6,4,0.368,0.154,59,6-3,20.5,13.5,4.4,Milt Palacio,PG,1.7,688679,1.5,TOR,16.6,2004,0.087
11,1.4,0.5,3,0.453,0.371,82,6-7,26.2,0.2,8.3,Morris Peterson,SF,3.2,1646079,0.8,TOR,15.7,2004,0.579
12,5.5,0.6,9,0.434,0.311,50,6-8,39.4,13.5,16.2,Jalen Rose,PG,4.0,13279750,3.4,TOR,24.7,2004,0.197
13,4.0,0.6,6,0.43,0.292,56,6-5,30.9,13.5,8.8,Alvin Williams,SG,2.7,5500000,1.4,TOR,17.1,2004,0.179
0,2.4,1.0,7,0.493,0.217,53,6-9,36.9,2.1,20.1,Shareef Abdur-Rahim,PF,9.3,13500000,2.5,ATL,24.8,2004,0.029
1,0.8,0.3,6,0.466,0.389,56,6-9,21.6,0.6,10.2,Chris Crawford,PF,3.1,3000000,1.0,ATL,21.8,2004,0.24
2,2.4,1.0,R,0.467,0.231,76,6-8,25.3,0.6,4.5,Boris Diaw,SG,4.5,1021080,1.7,ATL,11.4,2004,0.083
3,0.8,,1,0.462,0.3,23,6-0,6.2,,2.1,Dan Dickau,PG,0.7,835200,0.6,ATL,20.6,2004,0.204
4,2.1,0.3,4,0.403,0.343,55,6-5,26.6,0.6,10.1,Dion Glover,SG,4.3,1000000,1.5,ATL,20.8,2004,0.2
5,0.5,0.3,R,0.37,0.3,41,6-6,12.4,,3.0,Travis Hansen,SF,1.7,366931,0.4,ATL,14.1,2004,0.231
6,0.3,,8,0.476,0.3,6,6-9,11.3,,4.0,Alan Henderson,PF,3.5,7682188,0.5,ATL,17.8,2004,0.0
7,3.1,1.0,3,0.469,0.34,80,6-8,36.8,2.1,18.1,Stephen Jackson,SF,4.6,1000000,2.8,ATL,25.0,2004,0.339
8,0.4,0.3,5,0.493,0.421,53,6-10,17.7,,6.5,Nazr Mohammed,C,5.0,5000000,1.0,ATL,18.6,2004,0.0
9,1.0,3.2,8,0.458,0.25,53,6-10,31.1,0.6,8.3,Theo Ratliff,C,7.2,10156250,1.6,ATL,14.5,2004,0.0
10,5.4,1.0,4,0.455,0.347,81,6-2,37.3,2.4,16.8,Jason Terry,PG,4.1,8333333,2.8,ATL,23.2,2004,0.352
11,2.7,0.3,6,0.405,0.15,71,6-1,17.9,0.6,3.8,Jacque Vaughn,PG,1.6,813679,1.2,ATL,14.0,2004,0.072
0,1.0,2.1,10,0.478,0.0,46,6-9,16.4,1.2,4.5,Corie Blount,PF,4.5,1680000,0.8,CHI,14.9,2004,0.015
1,2.2,,6,0.346,0.478,37,6-4,10.9,1.2,3.1,Rick Brunson,PG,1.0,813679,0.9,CHI,16.4,2004,0.228
2,0.7,1.7,2,0.427,0.0,35,7-1,22.3,1.2,6.1,Tyson Chandler,PF,7.7,3804360,1.1,CHI,14.2,2004,0.006
3,5.1,1.2,3,0.432,0.317,80,6-5,35.1,2.4,17.3,Jamal Crawford,SG,3.5,2577937,2.4,CHI,25.7,2004,0.395
4,0.9,1.2,2,0.496,1.0,73,7-0,29.5,1.2,14.7,Eddy Curry,PF,6.2,3080160,2.4,CHI,24.3,2004,0.001
5,1.9,1.2,10,0.407,1.0,65,6-9,31.3,1.2,8.9,Antonio Davis,C,8.1,12925000,1.4,CHI,15.7,2004,0.0
6,0.9,2.2,3,0.396,0.118,46,6-9,16.0,1.2,7.8,Marcus Fizer,SF,4.4,3726994,1.1,CHI,27.5,2004,0.049
7,1.6,1.7,13,0.404,0.237,56,6-5,25.2,1.2,9.6,Kendall Gill,SG,3.4,1070000,1.5,CHI,21.9,2004,0.069
8,6.8,1.2,R,0.383,0.39,76,6-4,35.6,0.8,12.0,Kirk Hinrich,PG,3.4,2185920,2.7,CHI,18.2,2004,0.448
9,0.3,,1,0.296,0.41,19,6-8,9.8,,4.0,Chris Jefferies,SF,1.5,840360,0.9,CHI,22.1,2004,0.591
10,0.7,2.2,R,0.382,0.212,41,6-8,17.9,1.2,4.2,Linton Johnson,SF,4.5,366931,0.9,CHI,15.6,2004,0.163
11,2.2,0.7,16,0.435,0.271,23,6-8,17.9,1.2,5.9,Scottie Pippen,SF,3.0,4917000,1.3,CHI,19.6,2004,0.343
12,1.1,0.3,4,0.486,0.2,51,6-8,20.1,1.2,6.7,Eddie Robinson,SF,2.0,6204000,0.9,CHI,17.0,2004,0.015
13,1.2,1.7,7,0.478,0.0,53,6-9,23.2,1.2,6.5,Jerome Williams,PF,6.5,5987500,1.0,CHI,14.0,2004,0.025
0,7.3,1.7,10,0.504,0.398,81,6-3,35.0,5.3,19.8,Sam Cassell,PG,3.3,5062500,2.7,MIN,27.2,2004,0.146
1,0.2,0.6,R,0.429,0.256,17,6-9,1.9,0.8,0.8,Ndudi Ebi,SF,0.2,838560,0.2,MIN,27.6,2004,0.0
2,5.0,5.0,8,0.506,0.256,82,6-11,39.4,4.9,24.2,Kevin Garnett,PF,13.9,28000000,2.6,MIN,29.6,2004,0.027
3,1.6,1.7,2,0.47,0.308,81,6-5,28.0,0.9,5.0,Trenton Hassell,SG,3.2,638679,0.6,MIN,9.5,2004,0.034
4,1.4,1.0,8,0.483,0.442,79,6-4,22.8,0.9,6.7,Fred Hoiberg,SG,3.4,938679,0.6,MIN,12.5,2004,0.449
5,2.4,0.6,6,0.377,0.403,29,6-1,17.3,0.8,7.5,Troy Hudson,PG,1.2,2100000,1.2,MIN,23.9,2004,0.372
6,0.4,3.0,10,0.539,0.0,66,6-11,14.6,0.1,1.9,Ervin Johnson,C,3.5,4418156,0.5,MIN,7.1,2004,0.01
7,0.1,0.6,3,0.333,0.4,14,6-7,4.6,0.8,1.1,Quincy Lewis,SF,0.5,202341,0.2,MIN,16.7,2004,0.25
8,0.4,0.5,3,0.51,0.0,72,6-9,17.3,0.1,3.6,Mark Madsen,C,3.8,663679,0.7,MIN,11.5,2004,0.029
9,1.8,0.6,R,0.361,0.1,33,6-2,11.8,0.8,2.7,Keith McLeod,PG,1.0,366931,0.9,MIN,15.7,2004,0.122
10,0.8,3.4,8,0.535,0.0,48,6-9,10.5,0.8,2.5,Oliver Miller,C,2.7,686838,0.7,MIN,13.3,2004,0.01
11,0.6,1.8,5,0.425,0.403,43,7-0,21.5,0.1,6.5,Michael Olowokandi,C,5.7,4917000,1.3,MIN,18.6,2004,0.0
12,3.5,1.7,11,0.433,0.331,82,6-5,37.8,0.2,16.8,Latrell Sprewell,SF,3.8,13500000,1.9,MIN,23.6,2004,0.236
13,1.2,3.4,4,0.453,0.435,28,6-7,22.2,0.1,10.2,Wally Szczerbiak,SF,3.1,8000000,1.0,MIN,22.1,2004,0.195
14,0.7,3.0,8,0.481,0.0,68,6-8,15.1,0.1,5.6,Gary Trent,C,3.2,938679,0.8,MIN,19.4,2004,0.018
0,1.4,2.5,7,0.462,0.363,82,6-7,32.0,1.2,6.9,Bruce Bowen,SF,3.1,3650000,1.1,SAS,11.3,2004,0.422
1,0.6,0.3,1,0.445,0.286,58,6-5,10.8,1.8,4.0,Devin Brown,SG,2.2,563679,0.7,SAS,19.7,2004,0.071
2,2.4,0.6,4,0.324,0.0,5,6-1,17.4,1.8,4.4,Anthony Carter,PG,2.2,751179,2.4,SAS,26.0,2004,0.081
3,3.1,4.9,6,0.505,0.167,69,6-11,36.6,2.4,22.3,Tim Duncan,PF,12.4,12676125,2.7,SAS,29.7,2004,0.01
4,0.0,1.0,R,0.143,0.363,2,6-3,6.5,1.8,1.5,Alex Garcia,SG,0.0,366931,0.5,SAS,31.6,2004,0.0
5,3.8,2.5,1,0.445,0.359,77,6-6,29.4,2.6,12.8,Manu Ginobili,SG,4.5,1457500,2.1,SAS,22.1,2004,0.311
6,1.5,1.5,2,0.46,0.222,53,6-3,12.5,1.8,3.3,Jason Hart,PG,1.5,638679,0.5,SAS,14.5,2004,0.057
7,0.8,0.7,1,0.5,0.222,6,6-0,12.0,1.8,3.7,Shane Heal,PG,0.7,75615,0.8,SAS,20.0,2004,0.75
8,1.2,3.1,11,0.417,0.38,81,6-9,15.9,0.2,4.8,Robert Horry,PF,3.4,4500000,0.7,SAS,16.1,2004,0.31
9,0.6,0.7,6,0.431,0.286,39,6-7,13.2,1.8,5.0,Ron Mercer,SG,1.3,6750000,0.7,SAS,21.9,2004,0.033
10,1.4,4.5,5,0.469,0.419,82,7-0,28.7,2.6,8.7,Rasho Nesterovic,C,7.7,5600000,1.3,SAS,16.8,2004,0.0
11,5.5,4.9,2,0.483,0.312,75,6-2,34.4,1.2,14.7,Tony Parker,PG,3.2,856200,2.4,SAS,22.3,2004,0.21
12,1.0,1.4,7,0.431,0.0,67,6-7,18.7,1.8,7.9,Malik Rose,PF,4.8,4916250,1.7,SAS,22.6,2004,0.007
13,1.9,2.2,3,0.399,0.419,80,6-10,25.9,0.0,9.2,Hedo Turkoglu,SF,4.5,1995611,1.2,SAS,18.1,2004,0.374
14,0.2,1.1,18,0.47,0.0,48,7-0,7.8,1.8,3.4,Kevin Willis,C,2.0,1070000,0.7,SAS,24.7,2004,0.007
0,1.8,0.5,8,0.401,0.15,61,5-11,12.5,0.3,2.8,Travis Best,PG,1.1,938679,0.5,DAL,12.9,2004,0.116
1,0.3,2.7,10,0.476,0.0,66,7-6,11.7,0.3,3.3,Shawn Bradley,C,2.6,3500000,0.3,DAL,12.8,2004,0.005
2,2.1,2.7,R,0.512,0.306,56,6-6,18.6,2.9,8.5,Marquis Daniels,SG,2.6,366931,0.8,DAL,20.6,2004,0.088
3,0.8,3.0,7,0.424,0.303,33,6-1,15.4,0.3,6.0,Tony Delk,SG,1.8,2925000,0.5,DAL,19.0,2004,0.359
4,2.9,0.5,8,0.461,0.405,72,6-7,38.6,3.8,18.6,Michael Finley,SG,4.5,13281250,1.2,DAL,20.9,2004,0.319
5,0.2,3.0,6,0.511,0.0,56,6-7,11.2,0.3,3.9,Danny Fortson,C,4.5,5428602,0.7,DAL,15.2,2004,0.0
6,1.4,0.5,R,0.448,0.303,67,6-7,23.7,0.6,8.6,Josh Howard,SF,5.5,773400,1.0,DAL,18.2,2004,0.124
7,0.9,0.5,5,0.541,0.4,82,6-8,29.0,3.4,14.8,Antawn Jamison,SF,6.3,11326219,1.0,DAL,20.7,2004,0.044
8,0.4,0.5,3,0.443,0.5,58,6-8,12.4,0.3,3.0,Eduardo Najera,SF,2.7,3428572,0.5,DAL,12.8,2004,0.025
9,8.8,0.5,7,0.498,0.405,78,6-3,33.5,4.7,14.5,Steve Nash,PG,3.0,5750000,2.7,DAL,19.5,2004,0.304
10,2.7,0.0,5,0.496,0.341,77,7-0,37.9,3.5,21.8,Dirk Nowitzki,C,8.7,11326219,1.8,DAL,24.5,2004,0.221
11,4.5,0.3,7,0.487,0.269,82,6-8,34.6,1.4,14.0,Antoine Walker,PF,8.3,13500000,2.5,DAL,21.8,2004,0.27
0,1.3,1.6,2,0.496,0.349,79,6-8,24.6,1.7,8.5,Shane Battier,SF,3.8,2533440,0.7,MEM,15.5,2004,0.343
1,0.7,1.8,R,0.286,0.0,6,6-1,5.7,2.8,1.8,Troy Bell,PG,0.7,1285440,1.0,MEM,33.5,2004,0.222
2,2.5,1.2,2,0.485,0.267,78,7-0,31.5,1.6,17.7,Pau Gasol,PF,7.7,3417000,2.4,MEM,26.8,2004,0.014
3,0.5,1.8,1,0.333,0.0,2,6-8,5.5,2.8,1.0,Ryan Humphrey,PF,1.5,1143360,1.0,MEM,24.6,2004,0.25
4,0.6,0.2,R,0.286,0.25,20,6-6,7.7,2.8,1.8,Dahntay Jones,SG,1.2,1063680,0.6,MEM,20.4,2004,0.075
5,3.6,0.7,3,0.474,0.372,65,6-8,27.2,1.9,11.1,Mike Miller,SF,3.3,3380457,1.6,MEM,20.0,2004,0.349
6,1.1,3.2,10,0.516,0.0,82,6-8,19.6,2.8,4.6,Bo Outlaw,PF,4.2,6585000,0.8,MEM,12.1,2004,0.013
7,1.5,0.9,4,0.533,0.386,82,6-8,29.9,3.7,13.7,James Posey,SG,4.9,4917000,1.4,MEM,18.9,2004,0.377
8,0.4,0.3,R,0.323,0.5,20,6-8,8.9,2.8,2.2,Theron Smith,SF,2.1,366931,0.7,MEM,15.3,2004,0.279
9,0.5,1.2,3,0.471,0.25,77,6-9,19.8,2.8,9.4,Stromile Swift,PF,4.9,4592418,1.1,MEM,22.8,2004,0.007
10,0.5,0.3,3,0.504,0.5,40,7-2,13.3,2.8,4.3,Jake Tsakalidis,C,3.2,1580702,0.6,MEM,15.5,2004,0.0
11,5.0,3.2,2,0.408,0.245,81,6-1,20.6,2.8,5.7,Earl Watson,PG,2.2,1336500,1.8,MEM,18.1,2004,0.228
12,1.8,0.3,5,0.446,0.344,59,6-5,24.9,2.8,12.3,Bonzi Wells,SG,3.4,7000000,2.2,MEM,26.8,2004,0.09
13,6.8,1.6,5,0.487,0.33,72,6-1,29.4,3.0,10.9,Jason Williams,PG,2.0,6187500,1.9,MEM,19.0,2004,0.511
14,1.1,0.7,7,0.442,0.0,65,6-11,25.8,2.8,9.4,Lorenzen Wright,C,6.8,6600000,1.2,MEM,19.4,2004,0.009
0,0.5,1.0,R,0.464,0.365,11,6-8,12.0,2.9,3.1,Torraye Braggs,PF,3.1,53697,1.1,HOU,16.4,2004,0.0
1,1.0,3.8,6,0.447,0.0,69,6-11,25.3,0.4,6.1,Kelvin Cato,PF,6.8,7344000,1.2,HOU,13.9,2004,0.0
2,0.3,3.1,2,0.545,0.39,9,6-9,4.6,2.9,1.7,Alton Ford,PF,1.2,586082,0.3,HOU,19.4,2004,0.0
3,6.2,1.5,4,0.435,0.292,79,6-3,40.4,1.0,16.6,Steve Francis,PG,5.5,10960000,3.7,HOU,24.0,2004,0.224
4,0.5,3.2,4,0.25,0.5,19,6-5,7.0,2.9,0.6,Adrian Griffin,SG,1.0,751179,0.2,HOU,8.2,2004,0.111
5,2.8,1.3,11,0.444,0.4,80,6-6,39.0,0.3,12.9,Jim Jackson,SF,6.1,2200000,2.2,HOU,17.3,2004,0.45
6,1.5,1.6,1,0.523,0.0,82,7-6,32.8,0.3,17.5,Yao Ming,C,9.0,4147560,2.5,HOU,25.3,2004,0.002
7,3.2,0.7,5,0.448,0.39,80,6-4,40.4,1.1,15.8,Cuttino Mobley,SG,4.5,5394125,2.3,HOU,20.1,2004,0.389
8,0.7,0.6,1,0.348,0.365,45,6-9,11.5,0.0,3.1,Bostjan Nachbar,SF,1.6,1396440,0.5,HOU,15.5,2004,0.477
9,0.4,0.6,4,0.451,0.431,58,6-9,9.4,0.4,3.4,Scott Padgett,PF,2.4,688679,0.4,HOU,17.7,2004,0.389
10,0.5,0.6,9,0.42,0.352,49,6-7,14.3,0.4,4.1,Eric Piatkowski,SF,1.5,2500000,0.6,HOU,15.4,2004,0.639
11,1.4,0.4,5,0.481,0.0,75,6-9,27.7,0.4,11.5,Maurice Taylor,PF,5.1,7800000,2.0,HOU,22.7,2004,0.003
12,0.5,0.6,11,0.506,0.0,37,6-6,17.6,0.4,5.6,Clarence Weatherspoon,PF,4.2,5445600,0.7,HOU,16.1,2004,0.006
13,0.7,3.2,1,0.423,0.6,26,5-10,5.6,0.0,1.9,Mike Wilks,PG,0.6,638679,0.3,HOU,15.9,2004,0.278
0,0.5,4.2,2,0.446,0.0,71,6-10,14.5,1.6,3.4,Chris Andersen,PF,4.2,638679,0.7,DEN,12.7,2004,0.005
1,2.8,0.2,R,0.444,0.322,82,6-8,36.5,1.2,21.0,Carmelo Anthony,SF,6.1,3229200,3.0,DEN,28.5,2004,0.146
2,2.6,4.2,11,0.434,0.37,57,6-4,19.3,1.2,6.2,Jon Barry,SG,2.2,3000000,0.9,DEN,15.2,2004,0.465
